_id,url,broker_display_name,broker,category,category_url,title,description,longitude,latitude,price,currency,price_per,bedrooms,bathrooms,furnished,scraped_ts,details,number_of_photos,date,published_at,verified
6540ac4d265cf4357a1dfe60,https://sa.aqar.fm/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8/%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9-3547160,مكتبمنارالشمالللعقارات,مكتبمنارالشمالللعقارات,استراحةللبيع,https://sa.aqar.fm/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8/,استراحةللبيعفيبريدة،بريدة,['(إعلان)\n\nللبيعاستراحتينشباببالسلمان:\nالعمر:(5)سنوات.\nمساحةالأرض:250م٢.\nالأطوال:10✖️25\nالشارع:شماليعرض15م.\nواحدمؤجربـ10الآف﷼.\nوالثانيمؤجوبـ8000﷼.\nعقودسنويهعلىدفعتينبعقدالكتروني.\n(البناءصباتوميدةوأعمدة)\nكلاستراحةعبارةعن:\nمدخلسيارةواحدةودكه4*4ثيل.\nالمبنى:\nمجلسومطبخودورةمياهوغرفةنوم.\nمكيفاتسبيلتراكبةبكلاستراحة.\n\nمنارالشمالللعقارات:\nرخصةفال:1200012644\nمعتمدمنوزارةالإسكانلبرنامجإيجار:\n(بيع-شراء-تأجير-إدارةأملاك)\nللتواصل:\n0541205000\n0547105000\n0163822224\n\n\nرقمرخصةفالللوساطةوالتسويق:1200012644'],43.847244,26.433832,"210,000",ريال,,2,2,,2023-10-31,250m²,5,2023-10-31,2021/09/15,true
6540ac50265cf4357a1dfe62,https://sa.aqar.fm/%D9%81%D9%84%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D9%83%D9%8A%D8%B4%D9%8A%D8%A9/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%AD%D8%A8%D8%A7%D8%A8-%D8%A8%D9%86-%D8%B9%D9%85%D8%B1%D9%88-%D8%A7%D9%84%D8%A3%D9%86%D8%B5%D8%A7%D8%B1%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D9%83%D9%8A%D8%B4%D9%8A%D8%A9-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D8%A7%D9%85%D8%A7%D8%B1%D8%A9-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-5490483,مكتبهدىعليعشويالعنزيالعقارية,مكتبهدىعليعشويالعنزيالعقارية,فللللبيع,https://sa.aqar.fm/%D9%81%D9%84%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D9%83%D9%8A%D8%B4%D9%8A%D8%A9/,فيلاللبيعفيشارعالحباببنعمروالأنصاري،حيالعكيشية،مكةالمكرمة،امارةمنطقةمكةالمكرمة,['فيلافاخرهللبيعدورينبوليالعهد7🔥🏛️\n✨مساحه300م\n✨السعرمليون\nتتكونمن🔥🏛️\nحوش🚗مدخلسياره✨مجلسومقلطبحمامومغاسل✨صالهكبيره✨مطبخ✨مجلسنساءبحمامومغاسل\nالدورالثاني🔥🏛️\nصالهكبيره✨عدد3غرفنومبحمامخارجي✨غرفهمستر✨غرفهغسيل✨مصعدمتاسس\nرقمرخصهفالالوساطهالعقاريه1200018430\nللتواصل📞0535233639\n\n\nرقمرخصةفالللوساطةوالتسويق:1100057159'],39.838234,21.262508,"1,000,000",ريال,,7,5,0,2023-10-31,300m²,10,2023-10-31,2023/08/04,true
6540ac54265cf4357a1dfe64,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%8A%D9%81/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85-5478100,شركةأملاكالظهرانللخدماتالعقاريةشركةشخص,شركةأملاكالظهرانللخدماتالعقاريةشركةشخص,شققللبيع,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%8A%D9%81/,شقةللبيعفيالدمام,"['عقارفاخروراقيبموقعمميزفيقلبالخبر،\nبتصميمعصريوجديد..\n\nتبدءالمساحاتمن:153مترإلى232متر\nوالأسعارتبدءمن:720,000الفريال.\n\nالتفاصيل:\n٣غرفنوموحدهماستر،مجلس،صالة،مطبخومنطقةغسيل،غرفةعاملة،بلكونة.\n\nمزاياالمشروع:\nاطلالهبحرية،مطابقلكودالبناءالسعودي،دخولذكي،موقفخاصلكلشقة،كاميراتمراقبة\n\nالضمانات:\nالهيكلالانشائي10سنوات.\nالعزلالمائيوالحراري5سنوات.\nاعمالالكهرباءوالسباكة5سنوات.\n\nلتواصل:\n\n0544641991\n\n0544241991\n\nرقمالترخيص:\n7200004552\n\n\nرقمرخصةفالللوساطةوالتسويق:1200018445']",50.228374,26.396873,"680,000",ريال,,5,4,0,2023-10-31,184m²,18,2023-10-31,2023/07/24,true
6540ac5e265cf4357a1dfe66,https://sa.aqar.fm/%D8%B9%D9%85%D8%A7%D8%A6%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%81%D9%84/%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D9%81%D8%B1%D8%B9%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%81%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-4140950,شركةرؤيةالمستثمرللإستثمار(شركةشخصواحد),شركةرؤيةالمستثمرللإستثمار(شركةشخصواحد),عمائرللبيع,https://sa.aqar.fm/%D8%B9%D9%85%D8%A7%D8%A6%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%81%D9%84/,عمارةللبيعفيطريقالملكعبدالعزيزالفرعي،حيالنفل،الرياض،الرياض,['***فرصةعقارية***\n\nمبنىتجاريعلىارضراسبلك..جنوببنكالجزيرةطريقالملكعبدالعزيز..\n\nتصميمالعمارةالداخليمتميزوفاخرويوجدقبوبسعة٤٧موقفوعدد25موقفخارجي..\n\n***العمارةتحتويعلى27مكتبو7معارض***\n\nاجماليمسطحاتالتاجيرللمكاتب٢٤٥٠متر\nاجماليمسطحاتالتاجيرللمعارض٢٧٩٢متر\n\nالمبنىبحالةفوقالممتازةوعمره6سنوات.\n\nدخلالمكاتب2،491،669ريال\nدخلالمعارض2،085،718ريال\n\nالدخلالسنويالحاليللعمارة4،577،387ريال.\n\n^^^المكاتبمؤجرةبالكامل^^^\n\nالمعارضمؤجر6معارضومتبقيمعرضواحدفقطبمساحة420مترلكلمعرض…سعرتاجيرالمعرضالمتوقع350،000ريال.\n\nالدخلعنداكتمالالتأجير4،927،387ريال.\n\n^^^سعرالبيع8.2٪\u061cمنالدخل^^^\n\nنسبةالتأجيرحالياً93٪\u061c.\n\nللتواصلوللاستفسارمعوكيلالبيعالحصري:\n\n0599999222\n\n(لديناوكالةافراغللعقارساريةوحصرية)\n\n\nرقمرخصةفالللوساطةوالتسويق:1100034729'],46.665775,24.776665,"60,000,000",ريال,,0,,1,2023-10-31,3500m²,12,2023-10-31,2022/03/16,true
6540ac61265cf4357a1dfe68,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AE%D9%85%D9%8A%D8%B3-%D9%85%D8%B4%D9%8A%D8%B7/%D8%AD%D9%8A-%D9%85%D8%AE%D8%B7%D8%B7-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%89/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%85%D8%B7%D8%B1%D9%81-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%89-%D8%AE%D9%85%D9%8A%D8%B3-%D9%85%D8%B4%D9%8A%D8%B7-%D8%AE%D9%85%D9%8A%D8%B3-%D9%85%D8%B4%D9%8A%D8%B7-5513197,مكتبهدىعليعشويالعنزيالعقارية,مكتبهدىعليعشويالعنزيالعقارية,دورللبيع,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AE%D9%85%D9%8A%D8%B3-%D9%85%D8%B4%D9%8A%D8%B7/%D8%AD%D9%8A-%D9%85%D8%AE%D8%B7%D8%B7-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%89/,دورللبيعفيشارعمطرفالهلالي،حيالموسى،خميسمشيط،خميسمشيط,['✨دورارضيفاخرللبيع🔥🏛️\n✨حيالموسيخميسمشيط\n✨مساحه233م\n✨السعر600الفريال\n✨يتكونمن🔥🏛️\n✨مجلسرجالبحمامومغاسل✨مدخلنساءعليمجلسنساءبحمامومغاسل✨مقلط✨مستودع✨مطبخ✨غرفهمستر✨عدد2غرفهنومب2حمامخارجيومغاسل✨عليشارع30ممستقلبمدخلسياره\nرقمرخصهفالالوساطهالعقاريه1200018430\nللتواصل📞0535233639\n\n\nرقمرخصةفالللوساطةوالتسويق:1100057159'],42.777565,18.338005,"600,000",ريال,,6,3,,2023-10-31,233m²,18,2023-10-31,2023/08/22,true
6540ac65265cf4357a1dfe6a,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B4%D9%81%D8%A7/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%A8%D9%84%D9%8A%D8%AF%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B4%D9%81%D8%A7-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D8%A7%D9%85%D8%A7%D8%B1%D8%A9-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5488325,شركةدروبالاستقرار,شركةدروبالاستقرار,دورللبيع,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B4%D9%81%D8%A7/,دورللبيعفيشارعالبليدة،حيالشفا،الرياض،امارةمنطقةالرياض,['نعرضلكممشروعأدوارللبيعفاخرة🏡\nالمشروعيتكونمن٢٤دورتمبيعاكترمن٧٠%منالمشروع\nموقعها-الرياض-الشفاءمخططبانورما\nالمشروعقريبمنجميعالخدمات\nيقعالمشروععلىشارع15\nالواجهة-غربية\n(المواصفات)\nمدخلسياره/\nالدورالارضي✅\nمجلس/ملقط/صاله/3غرفنوم/مطبخ/٤دوراتمياه\n\nالدورالعلوية✅\nمجلس/ملقط/صاله/3غرفنوم/مطبخ/٤دوراتمياه+الملحق✅\nغرف/ودورةمياه/سطحكبير\n⏪المساحة/300📐\n⛔السعر/يبدأمن650.000💸\n●نوفرالدفعهالأولي\nحلولالتاثيث\nحلولللإيقاف\nنتعاملمعجميعالبنوكوشركاتالتمويل\nأخصائيالتسويقمحمدابوزيد\nللاستفساراتورفعالطلبات\n*التواصل:*0536145550\n\n*كاملالضماناتتستلمه*\n*إشرافهندسي*\n*25سنهكهرباء*\n*15سنهسباكة*\n*معاستلامضماناتالتركيبات*\nاتماستعدادتصويروتسويق*العروضالعقارية*\nشركةدروبالاستقرارالعقاريه\n0536071110الـمـعـلـن0140616\n0542240777ست1010378236\n0536145550الـتـصـنـيـف:859\nترخيصالهيئةالعامةللعقار1100004051\n\n2●موقعالفلل\nhttps://maps.app.goo.gl/AuaMPkvLGAxVMpww9\n3●موقعالشركة\nhttps://maps.app.goo.gl/GmK175pE6MFyqv1S7\n\n\nرقمرخصةفالللوساطةوالتسويق:1100004051'],46.71374,24.577234,"650,000",ريال,,4,4,,2023-10-31,169m²,18,2023-10-31,2023/08/02,true
6540ac69265cf4357a1dfe6c,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AC%D8%AF%D8%A9/%D8%B4%D9%85%D8%A7%D9%84-%D8%AC%D8%AF%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%D8%A9/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B3%D9%84%D9%8A%D9%85-%D8%B4%D8%AD%D8%A7%D8%B0%D9%87-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%D8%A9-%D8%AC%D8%AF%D8%A9-%D8%AC%D8%AF%D8%A9-5504922,مؤسسةكياناالعقارية,مؤسسةكياناالعقارية,شققللبيع,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AC%D8%AF%D8%A9/%D8%B4%D9%85%D8%A7%D9%84-%D8%AC%D8%AF%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%D8%A9/,شقةللبيعفيشارعسليمشحاذه،حيالسلامة،جدة،جدة,['نموذج:C\nنوعالعقار:روفتمليك\nالموقع:حيالسلامة٢\nالمساحة:200مالشقة-40مالروف\nالمواصفات:٣غرفنوم-مجلس-صالةبانوراما-مطبخامريكي-٤دوراتمياه-غرفةخادمة-غرفةغسيل-سطحمستقل\nالمميزات:غرفةسائق-تشطيباتفاخره\nالمطلوب1.300.000\n\n\nرقمرخصةفالللوساطةوالتسويق:1200004869\n\n\nرقمرخصةفالللوساطةوالتسويق:1200004869'],39.143856,21.610214,"1,300,000",ريال,,4,4,0,2023-10-31,185m²,9,2023-10-31,2023/08/16,true
6540ac6c265cf4357a1dfe6e,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AD%D8%A7%D8%A6%D9%84/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D8%B2%D8%A7%D9%85%D9%89/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D8%A8%D8%AF-%D8%B1%D8%A8%D8%A9-%D8%A8%D9%86-%D8%AD%D9%82-%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D8%B2%D8%A7%D9%85%D9%89-%D8%AD%D8%A7%D8%A6%D9%84-%D8%A7%D9%85%D8%A7%D8%B1%D8%A9-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%AD%D8%A7%D8%A6%D9%84-5475266,مسكنك,مسكنك,دورللبيع,https://sa.aqar.fm/%D8%AF%D9%88%D8%B1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AD%D8%A7%D8%A6%D9%84/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D8%B2%D8%A7%D9%85%D9%89/,دورللبيعفيشارععبدربةبنحق،حيالخزامى،حائل،امارةمنطقةحائل,['٢٣٦\nللبيععرضجديدومميز\nدورتاسيسشقتينعلىالكودالسعودي-حيالخزامى-موقعمميزقريبمنمسجدوممشىومستشفىالالمانيالمسطح٤٩٠م-شارعينمتظاهره٢٠غربيومواقفوحديقهشرقي-ضمانعلىالعيوبالخفيه١٠سنوات\nيتكونمن\nمشبمعدورةمياهومغاسل-مجلسرجالمعمغاسلودورةمياه-مقلط-صالهعائليه-مجلسنساءمعمغاسلودورةمياه-٤غرفنوماثنينمنهنماستر-مطبخومستودع-غرفةشغالهمعدورةمياه-يوجدبالخلفحوشوحديقه\n\n\nرقمرخصةفالللوساطةوالتسويق:1200017167'],41.719764,27.584707,"1,200,000",ريال,,7,4,,2023-10-31,800m²,12,2023-10-31,2023/07/21,true
6540ac70265cf4357a1dfe70,https://sa.aqar.fm/%D9%85%D8%B2%D8%B1%D8%B9%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AC%D8%A7%D8%B2%D8%A7%D9%86/%D8%AD%D9%8A-%D8%A7%D9%84%D8%A7%D8%B1%D8%A7%D9%83/%D8%AC%D8%A7%D8%B2%D8%A7%D9%86-5296446,تركيعبدالله,تركيعبدالله,مزرعةللبيع,https://sa.aqar.fm/%D9%85%D8%B2%D8%B1%D8%B9%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%AC%D8%A7%D8%B2%D8%A7%D9%86/%D8%AD%D9%8A-%D8%A7%D9%84%D8%A7%D8%B1%D8%A7%D9%83/,مزرعةللبيعفيجازان,['للبيع\nمنتجالعاذريةاراكالواقعبجازانالكربوسخلفمصنعهيفللخرسانة\nصكالكترونيزراعيمساحة21537م2\n3شوارع\nشمالاشارع20م\nجنوباشارع15م\nغرباشارع20م\nيوجدفيالمنتجع:\nفيلاسكنيةدورين\nشاليهمتكامل\nمجلسالواجهةبقزازمطلعلىالمنتجعاوالحديقة\nمضلةسيارات\nغرفةحارس\nمدخلبوابةالكترونية\nالمنتجعمحاطبجدارارتفاع4م\nالمنتجعموثثبالكاملاثاثحديث\n\nالسعر:علىالسوم'],42.661758,16.869822,"5,018,120",ريال,,,,,2023-10-31,21537m²,4,2023-10-31,2023/04/12,true
6540ac73265cf4357a1dfe72,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AE%D8%A8%D8%B1/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7/%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D9%81%D9%87%D8%AF-%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1-5507873,مؤسسةمدادالشرقيةالعقارية,مؤسسةمدادالشرقيةالعقارية,شققللبيع,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AE%D8%A8%D8%B1/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7/,شقةللبيعفيطريقالملكفهد،حيالحمراء،الخبر،الخبر,['شققجداممتازةفاخرةفخمةشققأولساكن\n\u200fالموقعممتازيوجدجميعالخدماتوالحديقة\n\u200fبالقربمنالجسروالمدرسةالعالميةوالمجمعاتتجارية\nسكنعوائل\nشارعسكني\nيوجدلديناشققللبيعفيألخبر\nشققفاخرةفخمةجداممتاز\nنقبلجميعالبنوكوالشركاتوجميعالجهاتالتمويلية\nنوفرالدفعةالاولىبدونفوايدنسددجميعالمتعثراتبدونفوايد\nنوفرفايضليالزبونحقاثاث\nيوجدضماناتكامله\n1/5سنةًالسباكة\n2/5سنةًالكهرباء\n3/5سنةًالعوازل\n4/10سنةًالهيكلالانشائي\n5/12سنةًالمصعد\n\n\nرقمرخصةفالللوساطةوالتسويق:1200018893'],50.213131,26.225327,"660,000",ريال,,5,3,,2023-10-31,200m²,10,2023-10-31,2023/08/19,true
6540ac7a265cf4357a1dfe74,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AE%D8%A8%D8%B1/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%86%D8%B9%D9%8A%D8%B1%D9%8A%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1-5151346,مؤسسةمدادالشرقيةالعقارية,مؤسسةمدادالشرقيةالعقارية,شققللبيع,https://sa.aqar.fm/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%AE%D8%A8%D8%B1/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7/,شقةللبيعفيشارعالنعيرية،حيالحمراء،الخبر،الخبر,['\u200fيوجدلديناشققللبيعفيالخبرالحمراء\n\n\nشققفاخرةفخمةجداجدا\n\n\n\u200fنقبلجميعالبنوكوجميعالشركات\n\n\n\n\n\u200fنوفرالدفعالأولىبدونفوائدنقبلجميعالمتعثرة\n\n\n\n\u200fيوجدضماناتكاملة\n\n١/ضماناتالكهرباء٥سنةً\n\n٢/ضماناتالسباكة٥سنةً\n\n٣/ضماناتالعوازل٥سنةً\n\n٤/ضماناتالمصعد١٢سنة\n\n٥/ضماناتالهيكلةالانشائي١٠سنةً\n\n\nرقمرخصةفالللوساطةوالتسويق:1200018893'],50.202869,26.220606,"680,000",ريال,,,4,0,2023-10-31,240m²,16,2023-10-31,2023/02/11,true
6540ac7d265cf4357a1dfe76,https://sa.aqar.fm/%D9%81%D9%84%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D9%81%D9%87%D8%AF/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A8-%D8%AD%D9%8A-%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%B9%D9%87%D8%AF-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D8%A7%D9%85%D8%A7%D8%B1%D8%A9-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-5495177,مكتبهدىعليعشويالعنزيالعقارية,مكتبهدىعليعشويالعنزيالعقارية,فللللبيع,https://sa.aqar.fm/%D9%81%D9%84%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D9%81%D9%87%D8%AF/,فيلاللبيعفيشارعابراهيمالخطيب،حيوليالعهد،مكةالمكرمة،امارةمنطقةمكةالمكرمة,['فيلافاخرهللبيعبوليالعهد1🔥🏛️\n✨داخلحدالحرم🕋\n✨دورينوملحق\n✨مساحه300م\n✨السعرمليون350\nتتكونمن🔥🏛️\n🚗مدخلسياره✨حوش✨نافوره✨مجلسومقلطبحمامومغاسل✨صاله✨غرفهبحمامخارجي✨مطبخمغلق✨غرفهخزين✨مسبح\nالدورالثانييتكونمن🔥🏛️\nصاله✨غرفهمستربغرفهملابس✨غرفهغسيل✨عدد4غرفنومبعدد2حمامبمغاسلخارجي\nالملحقيتكونمن🔥🏛️\nغرفهخادمه✨غرفهغسيل✨حمامخارجي✨السطح✨مصعدمتاسس✨سلمداخلي\nرقمرخصهفالالوساطهالعقاريه1200018430\nللتواصل📞\n0564881998\n\n\nرقمرخصةفالللوساطةوالتسويق:1100057159'],39.684059,21.32122,"1,350,000",ريال,,10,5,,2023-10-31,300m²,17,2023-10-31,2023/08/08,true
